id,title,artist,track_id,artist_id,rank,hit,artist_popularity,followers,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2464,Lonely Boy,The Black Keys,3dOAXUx7I1qnzWzxdnsyB8,7mnBLXK823vNxN3UWB7Gfz,64,No,75,2365655,70,0.35600000000000004,0.872,2,-7.8370000000000015,1,0.068,0.00417,0.00975,0.0997,0.607,166.3
6022,Forgive,Rebecca Lynn Howard,6ry1WIweLN1nlQTNIYZ0JB,12bBoCZdPZbBEq1xHT0heD,71,No,25,7125,32,0.617,0.479,7,-5.635,1,0.0296,0.0364,0.0,0.1,0.191,134.303
2336,Something To Do With My Hands,Thomas Rhett,6iWg88k0UH7BjBP2yWXM0i,6x2LnllRG5uGarZMsD4iO8,93,No,81,1435114,53,0.5589999999999999,0.934,1,-4.416,1,0.0429,0.00882,4.8e-05,0.106,0.482,126.116
6411,I Hope You Dance,Lee Ann Womack,65B1tEOv5W294uCKbmEcFV,738OS3zrCO782uDiUN9pet,14,Yes,56,175666,62,0.416,0.446,7,-9.557,0,0.0291,0.0524,0.0,0.0891,0.278,151.328
3923,It's A New Day,will.i.am,5pLQwt7Bfv1CeDDr1pD6ci,085pc2PYOi8bGKj0PNjekA,78,No,75,1871154,30,0.795,0.639,7,-4.3180000000000005,1,0.049,0.122,0.0,0.23,0.467,119.901
4920,I Dare You,Shinedown,2b86QdcYHnO4YRXqfqlmGH,70BYFdaZbEKbeauJ670ysI,88,No,75,1209481,51,0.55,0.921,3,-4.606,0,0.0312,5.51e-05,0.000214,0.0999,0.354,107.013
5459,Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,4BXkf6yww23Vdju7E1fUrn,13YmWQJFwgZrd4bf5IjMY4,41,No,71,1083351,67,0.5870000000000001,0.35,2,-10.954,1,0.0318,0.74,0.0,0.156,0.17,74.479
441,First Time,Kygo & Ellie Goulding,2Gl0FzuLxflY6nPifJp5Dr,23fqKkggKUBHNkbKtXEls4,67,No,88,2722783,82,0.633,0.5920000000000001,0,-7.245,0,0.112,0.197,0.0,0.099,0.679,90.066
1315,Jealous,Nick Jonas,5NQJnRpJHRaupdegphntQT,4Rxn7Im3LGfyRkY2FlHhWi,7,Yes,77,2654306,65,0.688,0.7120000000000001,11,-3.573,0,0.0683,0.0108,0.0,0.458,0.479,93.027
6741,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,1AlvKwk3NBZ8lAt7GC6SiT,2DlGxzQSjYe5N6G9nkYghR,51,No,79,4236347,47,0.738,0.84,10,-7.995,0,0.0606,0.004370000000000001,0.00629,0.0807,0.862,107.755
4069,Take You Down,Chris Brown,3XJpQ65m90QFmogv8MH1pG,7bXgB6jMjp9ATFy66eO08Z,43,No,91,5835997,63,0.387,0.631,11,-5.79,0,0.0807,0.126,0.0,0.0666,0.589,59.409
5409,Heaven,Los Lonely Boys,2mQ1RBK7s87mdPCzh97RSH,4aSEmLLxLX9wR5aLMllOKj,16,Yes,48,33127,56,0.664,0.862,6,-5.403,1,0.0679,0.378,4.19e-06,0.0824,0.782,91.91
6750,I'm Outta Love,Anastacia,2CaseM6BKvQpi6blK8nbxC,2siHvYaxjaW5rKVRiIrMYH,92,No,59,128109,32,0.7609999999999999,0.716,10,-5.8,0,0.056,0.398,0.0,0.0771,0.649,119.406
2355,Take Care,Drake Featuring Rihanna,4wTMBYRE6xVTIUQ6fEudsJ,3TVXtAsR1Inumwj472S9r4,7,Yes,100,18311891,73,0.7,0.522,0,-10.418,0,0.235,0.0379,8.599999999999999e-06,0.0892,0.321,121.927
1887,Cruise,Florida Georgia Line Featuring Nelly,0i5el041vd6nxrGEU8QRxy,3b8QkneNDz4JHKKKlLgYZg,4,Yes,88,1447192,70,0.464,0.945,10,-3.342,1,0.0354,0.0189,0.0,0.0575,0.877,148.012
412,Run Me Dry,Bryson Tiller,5GG3knKdxKWrNboRijxeKF,2EMAnMvWE2eb56ToJVfCWs,91,No,82,2298885,78,0.6459999999999999,0.7559999999999999,9,-9.017,0,0.487,0.393,3.2299999999999986e-05,0.202,0.596,193.881
149,Wanted You,NAV Featuring Lil Uzi Vert,790MhTXPFrYkrqCKvpg4t1,7rkW85dBwwrJtlHRDkJDAC,64,No,83,610909,84,0.7929999999999999,0.718,9,-4.966,0,0.0547,0.168,0.0,0.241,0.649,146.885
5266,Under Pressure,The Used And My Chemical Romance,4j08A1efdJcVINBHSmQKPS,55VydwMyCuGcavwPuhutPL,41,No,64,438762,47,0.528,0.897,2,-5.943,1,0.0589,0.00134,0.0,0.19,0.29,125.009
4671,If We Were A Movie,Hannah Montana,6XqpH9bHj7ODY1z4xI9n7E,7nU4hB040gTmHm45YYMvqc,47,No,67,1185793,53,0.629,0.8490000000000001,4,-3.592,1,0.0334,0.00421,0.0,0.0739,0.706,93.985
2154,Southern Comfort Zone,Brad Paisley,2lfmRyTLtsTCkLwMQcFSQk,13YmWQJFwgZrd4bf5IjMY4,54,No,71,1083340,49,0.431,0.8759999999999999,4,-6.109,1,0.0658,0.0771,1.8100000000000006e-05,0.0998,0.519,160.0
2508,All Your Life,The Band Perry,2khs94jHAVzUm3Pu4mAMmv,75FnCoo4FBxH5K1Rrx0k5A,37,No,60,652204,48,0.53,0.517,9,-5.252000000000002,1,0.0263,0.269,0.0,0.129,0.454,132.064
5617,Suga Suga,Baby Bash Featuring Frankie J,6Nq5lE0CeOAAAqN4qhkbZU,12PSlydMSjEHzSCj9X5qv7,7,Yes,66,248517,69,0.701,0.75,5,-3.1910000000000003,0,0.274,0.657,3.13e-06,0.0845,0.515,82.531
4108,Low,Flo Rida Featuring T-Pain,0CAfXk7DXMnon4gLudAp7J,0jnsk9HBra6NMjO2oANoPY,1,Yes,81,5410273,78,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.00799999999998
1623,Afire Love,Ed Sheeran,12B0Twa9kRz45Xw2PgXHJm,6eUKZXaKkcviH0Ku9w2n3V,37,No,96,21431877,69,0.552,0.637,5,-6.568,1,0.0445,0.464,1.63e-05,0.136,0.333,97.97
5725,Real Good Man,Tim McGraw,4ns2xaym21aBOOUN1vaBPJ,6roFdX1y5BYSbp60OTJWMd,27,Yes,76,1935202,56,0.56,0.8270000000000001,2,-5.393,1,0.0266,0.00986,1.13e-05,0.328,0.639,89.93
3989,Bleeding Love,Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,5lKZWd6HiSCLfnDGrq9RAm,1,Yes,73,974324,80,0.638,0.6559999999999999,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036
7016,Holla Holla,Ja Rule,27te5wEv1SXij9SP9d1Rib,1J2VVASYAamtQ3Bt8wGgA6,35,No,73,564588,40,0.882,0.638,11,-8.142999999999999,1,0.34600000000000003,0.0283,0.0,0.0881,0.507,92.994
3615,Small Town USA,Justin Moore,5pyB5WEAEwqwl18UaBLeBl,30e8DmahrEamvLbFRPdWmk,44,No,68,622087,61,0.5920000000000001,0.601,6,-5.938,1,0.0289,0.141,3.31e-06,0.133,0.5710000000000001,131.88299999999998
2335,Crew Love,Drake Featuring The Weeknd,0TiC3GtlMCskf2hIUIBcDV,3TVXtAsR1Inumwj472S9r4,80,No,100,18311889,71,0.421,0.547,0,-8.974,0,0.266,0.211,0.0,0.242,0.34700000000000003,160.54
3507,Hot Mess,Cobra Starship,18eoNBn1L1li2TvPa2DupB,2aYJ5LAta2ScCdfLhKgZOY,64,No,59,253655,52,0.642,0.87,7,-4.096,1,0.11,0.00205,0.0,0.129,0.73,119.987
1002,Again,Fetty Wap,3ESSGgWzRf1xvP7G5hHMhB,6PXS4YHDkKvl1wkIl4V8DL,33,No,82,2952032,70,0.748,0.733,11,-4.421,0,0.07200000000000001,0.0062,0.0,0.329,0.29100000000000004,93.019
3788,Turnin Me On,Keri Hilson Featuring Lil Wayne,1jEtDqwYCKpR0mlrMrrITx,63wjoROpeh5f11Qm93UiJ1,15,Yes,68,670937,50,0.67,0.5820000000000001,1,-4.767,1,0.0672,0.00329,3.67e-06,0.174,0.0942,159.937
6254,Drowning,Backstreet Boys,0AiTIiCQ15NW8QHQwSxKuR,5rSXSAkZ67PYJSvpUpkOr7,28,Yes,77,1265602,61,0.568,0.782,6,-5.968,1,0.0396,0.0799,0.0,0.0985,0.481,141.942
5817,Big Yellow Taxi,Counting Crows Featuring Vanessa Carlton,3ZpiT9OFY8BawTHDTi1Pfz,0vEsuISMWAKNctLlUAhSZC,42,No,70,538365,58,0.63,0.88,1,-4.313,1,0.0598,0.00253,0.0,0.209,0.835,88.042
5948,Break You Off,The Roots Featuring Musiq,4jZcfHe0hbc5ireJAxmQvC,78xUyw6FkVZrRAtziFdtdu,99,No,65,575315,43,0.564,0.6859999999999999,11,-8.395,0,0.11,0.0724,0.201,0.0959,0.275,165.53799999999995
1815,Summertime Sadness,Lana Del Rey & Cedric Gervais,6PUIzlqotEmPuBfjbwYWOB,00FQb4jTyendYWaN8pK0wa,6,Yes,85,5929036,71,0.564,0.8109999999999999,1,-5.734,0,0.0513,0.0153,8.72e-06,0.125,0.114,126.007
3064,When A Woman Loves,R. Kelly,67UivNNJwBPb8XS7r4fGmf,2mxe0TnaNL039ysAj51xPQ,93,No,77,1465094,45,0.328,0.447,5,-5.647,1,0.0515,0.498,0.0,0.174,0.404,180.336
1895,Gone,Kanye West Featuring Cam'ron & Consequence,5RjbFGeWVsCpw8EcE8OrvZ,5K4W6rqBFWDnAN6FQUkS6x,18,Yes,90,6937320,57,0.851,0.682,10,-6.114,0,0.25,0.0178,0.0,0.0741,0.332,92.732
2842,Live A Little,Kenny Chesney,13zhyZhlM0VzUpEW8aShcp,3grHWM9bx2E9vwJCdlRv9O,61,No,74,1629039,49,0.642,0.8859999999999999,7,-6.151,1,0.04,0.0207,0.0275,0.391,0.287,123.985
1534,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,3f3eGePL5Ec3wh8D6Oc6eh,6roFdX1y5BYSbp60OTJWMd,41,No,76,1935156,56,0.614,0.677,6,-8.673,1,0.0371,0.5720000000000001,1.92e-05,0.22,0.637,86.476
501,Nothings Into Somethings,Drake,6MbH1QiphMCPTqVEVC7UYi,3TVXtAsR1Inumwj472S9r4,61,No,100,18311720,65,0.76,0.227,11,-8.327,0,0.15,0.379,0.0017,0.355,0.279,96.912
5460,Meant To Live,Switchfoot,79cAPxneo5AvbNgR6ch3Cj,6S58b0fr8TkWrEHOH4tRVu,18,Yes,64,364452,58,0.396,0.905,2,-3.948,1,0.0467,0.00415,0.0,0.42,0.514,151.503
5783,Roun' The Globe,Nappy Roots,15ysm6oaBXHmNVFD5oZNUq,3tCxM1rTj2qUXsiQZxvt2I,96,No,53,58026,28,0.813,0.78,5,-4.899,1,0.043,0.0581,4.97e-06,0.08800000000000001,0.453,108.982
999,Whisper,Chase Rice,6EdSZmWCQJfO8T66x9VCID,6pBNfggcZZDCmb0p92OnGn,94,No,70,343374,53,0.509,0.8909999999999999,2,-4.89,1,0.0757,0.0138,0.0,0.063,0.631,128.108
6269,Stuck In A Moment You Can't Get Out Of,U2,3xjTuTBaihydhSC7ByNoSb,51Blml2LZPmy7TTiAg47vQ,52,No,80,2564877,50,0.531,0.653,4,-4.8660000000000005,1,0.024,0.35100000000000003,9.7e-05,0.117,0.331,158.498
5423,Sunshine,Lil' Flip Featuring Lea,4s0o8TJHfX9LLHa0umnOzT,4Q5sPmM8j4SpMqL4UA1DtS,2,Yes,56,143481,59,0.8140000000000001,0.387,0,-9.867,1,0.0945,0.0248,0.0,0.131,0.792,93.961
7185,One Week,Barenaked Ladies,1C0pmryC2MdXfa7MZ9uIrU,0dEvJpkqhrcn64d3oI8v79,19,Yes,63,219804,70,0.7020000000000001,0.898,9,-6.002999999999999,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845
720,CRZY,Kehlani,6Dwtha2FtZFoMEBh5GR2sq,0cGUm45nv7Z6M6qdXYQGTX,85,No,83,1251518,71,0.8270000000000001,0.7020000000000001,6,-7.2639999999999985,1,0.267,0.226,5.04e-05,0.158,0.6940000000000001,130.02
2871,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,6Iocm6VMu6bVNYwiDoyQFW,2QYEvpsWUOjqaYuxDPTCmV,11,Yes,57,83298,64,0.353,0.8220000000000001,7,-1.866,1,0.232,0.155,0.0,0.332,0.237,167.905
2420,It's Not Right But It's Okay,Glee Cast,5xhnNxrKISiaK5KQoOd6cQ,0SCbttzoZTnLFebDYmAWCm,92,No,77,833519,45,0.654,0.968,9,-5.789,0,0.0724,0.024,0.0,0.0537,0.595,129.959
2649,Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,49zNucKnYbQVm4u7jEVkBn,1Xfmvd48oOhEWkscWyEbh9,79,No,68,727378,40,0.833,0.715,0,-4.55,1,0.0607,0.0168,5.83e-06,0.116,0.963,119.013
1244,One Last Time,Ariana Grande,7xoUc6faLbCqZO6fQEYprd,66CXWjxzNUsdJxJ2JdwvnR,13,Yes,86,13055339,76,0.628,0.593,8,-5.0360000000000005,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026
4037,Get Like Me,David Banner Featuring Chris Brown,2IBF9lQ9lgVai8LkskI5L7,7jFaoqWPhYLrKzjzlpXmUO,16,Yes,55,204185,56,0.935,0.747,1,-4.231,1,0.391,0.00417,0.0,0.207,0.736,117.613
1964,Beat It,Sean Kingston Featuring Chris Brown & Wiz Khalifa,3bwCMbwDZVtvJDnUTQIdCX,6S0dmVVn4udvppDhZIWxCr,52,No,71,783806,60,0.477,0.637,1,-5.386,1,0.109,0.00487,0.0,0.284,0.555,198.12
5041,Hit The Floor,Twista Featuring Pitbull,1I3lkLBglo5SepC1MMnvbM,6vbY3hOaCAhC7VjucswgdS,94,No,67,332565,36,0.921,0.8759999999999999,11,-4.673,0,0.0954,0.0021100000000000003,0.0268,0.364,0.696,117.986
4497,Don't Matter,Akon,7I6DceMT3utDOHjcYCbrr4,0z4gvV4rjIZ9wHck67ucSV,1,Yes,80,1446776,68,0.79,0.457,2,-6.231,1,0.0414,0.24,0.0,0.222,0.355,125.249
5020,Soul Survivor,Young Jeezy Featuring Akon,0Ss50OU9tCozI7JIywkv14,4yBK75WVCQXej1p04GWqxH,4,Yes,76,922580,66,0.6709999999999999,0.499,10,-7.766,1,0.0442,0.00123,0.0,0.239,0.0854,84.045
5141,Sittin' Sidewayz,Paul Wall Featuring Big Pokey,24PWKmemCvqfyVXODhoKHW,0k7Xl1pqI3tu8sSEjo5oEg,93,No,65,213752,61,0.721,0.621,1,-4.378,1,0.306,0.00469,0.0103,0.199,0.568,159.967
7104,Nothing Really Matters,Madonna,6bZPQHvekmIFBZZB7nMB5X,6tbjWDEIzxoDsBA1FuhfPW,93,No,77,2072944,50,0.7070000000000001,0.6920000000000001,0,-6.937,1,0.0409,0.0534,0.00796,0.0649,0.248,116.868
6019,A Thousand Miles,Vanessa Carlton,4w1lzcaoZ1IC2K5TwjalRP,5ILrArfIV0tMURcHJN8Q07,5,Yes,68,188403,71,0.56,0.825,11,-3.862,1,0.0379,0.32299999999999995,0.0,0.161,0.268,94.931
3946,Lovebug,Jonas Brothers,0JlPOiJFrlFnC5QHcLPyPV,7gOdHgIoIKoe4i9Tta6qdD,49,No,66,941209,60,0.597,0.499,4,-6.216,1,0.0581,0.126,0.0,0.214,0.521,79.071
5342,When I Think About Cheatin',Gretchen Wilson,05jSCFSAfFqhrk3UiEvTDX,0IdYRFTswLdsGwSnzOaGNF,39,No,54,229241,38,0.495,0.387,9,-7.5310000000000015,1,0.0256,0.617,4.4e-06,0.342,0.29100000000000004,78.418
6831,What Do You Say,Reba,1VzMmTHleeqZ5iep2HQ6Jj,02rd0anEWfMtF7iMku9uor,31,No,61,533734,40,0.458,0.5670000000000001,8,-8.199,1,0.0483,0.193,0.0,0.0968,0.332,171.199
2983,Born To Be Somebody,Justin Bieber,1gWnUzwTMhOv4cWyj1CDxB,1uNFoZAHBGtllmzznpCI3s,74,No,90,20138249,49,0.682,0.643,1,-5.169,1,0.0312,0.189,0.0,0.0504,0.297,117.976
6005,Oh Yeah!,"Big Tymers Featuring Tateeze, Boo & Gotti",7dIxSCWRKv3FXM04FD5ELw,4jWGfUCFeTu5e0wprRhHXR,46,No,52,134700,44,0.878,0.764,11,-4.237,1,0.153,0.107,3.56e-06,0.0846,0.489,98.008
146,Light It Up,Luke Bryan,5w3NgfV8v1nNZFLUBlGHIL,0BvkDsjIUla7X0k6CSWh1I,57,No,80,2462713,75,0.602,0.929,6,-2.741,0,0.0839,0.118,0.0,0.103,0.677,130.024
6562,How Many Licks?,Lil' Kim Featuring Sisqo,5jv3QxL0MFswzM1UJ2qQJM,5tth2a3v0sWwV1C7bApBdX,75,No,69,354273,52,0.584,0.682,10,-9.597,0,0.333,0.0404,0.0,0.35200000000000004,0.722,105.17
6301,Raise Up,Petey Pablo,02GwPAncasVL82yC7y2hmN,4Js9eYwAf9rypNtV8pNSw9,25,Yes,60,124729,53,0.735,0.8440000000000001,1,-5.215,1,0.16699999999999998,0.142,0.0,0.319,0.742,156.069
1654,Get Me Some Of That,Thomas Rhett,4O1CExxinEpKZi3861NlTK,6x2LnllRG5uGarZMsD4iO8,41,No,81,1435108,68,0.544,0.86,6,-5.283,1,0.0487,0.0627,0.0,0.25,0.7959999999999999,87.988
6681,Separated,Avant,4mqxoq5MzQUnPg9AyFlVEt,0AunegKKH2ys98aLxq8G1A,23,Yes,59,448473,53,0.7959999999999999,0.486,0,-5.852,1,0.0265,0.228,0.0,0.142,0.633,108.23
926,Sugar,Robin Schulz Featuring Francesco Yates,5tf1VVWniHgryyumXyJM7w,3t5xRXzsuZmMDkQzgOX35S,44,No,82,1310744,80,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063
4203,Dey Know,Shawty Lo,6TQANhh0iV17xMeExcH6qj,5mNB8ykTlENptzmsxXRtdS,31,No,45,114610,50,0.428,0.7140000000000001,8,-5.574,1,0.399,0.0895,0.0,0.7659999999999999,0.6779999999999999,110.017
4461,Ticks,Brad Paisley,736KP0gdltJQWPKk0wVL7l,13YmWQJFwgZrd4bf5IjMY4,40,No,71,1083349,53,0.623,0.79,4,-6.316,1,0.0283,0.0312,3.77e-05,0.106,0.718,94.433
2144,The A Team,Ed Sheeran,1VdZ0vKfR5jneCmWIUAMxK,6eUKZXaKkcviH0Ku9w2n3V,16,Yes,96,21431926,79,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.99600000000002
784,Pop Style,Drake Featuring The Throne,5mPSyjLatqB00IkPqRlbTE,3TVXtAsR1Inumwj472S9r4,16,Yes,100,18311754,67,0.718,0.458,4,-10.024,0,0.117,0.187,3.43e-06,0.105,0.0514,132.998
3008,Please Don't Go,Mike Posner,6jg5SRvdGxvJ0DzNV0UqEK,2KsP6tYLJlTBvSUxnwlVWa,16,Yes,75,641969,64,0.6990000000000001,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016
1416,Blame,Calvin Harris Featuring John Newman,07nH4ifBxUB4lZcsf44Brn,7CajNmpbOovFoOoasH2HaY,19,Yes,87,10471109,76,0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017
4694,Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,6PGrYbKY6I0LnKmAseNBO2,4oWRwCsvTevGlcq7OVN2Jq,45,No,28,1060,37,0.626,0.6859999999999999,7,-6.41,1,0.361,0.0923,0.0,0.545,0.659,95.383
4494,True Friend,Hannah Montana,322E3pHVE4THhniKjNLTY9,7nU4hB040gTmHm45YYMvqc,99,No,67,1185791,52,0.6579999999999999,0.78,4,-5.072,1,0.0344,0.00197,0.000218,0.108,0.536,98.042
6070,Love At First Sight,Kylie Minogue,6ua8mbyHXTHpAmGyGpFAS2,4RVnAU35WRWra6OZ3CbbMA,23,Yes,71,522290,49,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994
2937,Hell To The No,Glee Cast,27mRuNDEh0NV6fcgMcm6CF,0SCbttzoZTnLFebDYmAWCm,53,No,77,833522,34,0.703,0.952,7,-3.079,1,0.135,0.0272,0.0072099999999999985,0.0619,0.906,131.96
7093,I'm Leaving,Aaron Tippin,7k5av5sKePQfO6IYC1rUCF,4XwKU420OWVk38vz1KvH3M,87,No,53,141660,39,0.5670000000000001,0.5529999999999999,2,-6.693,1,0.0258,0.483,2.42e-05,0.18600000000000005,0.317,76.942
7147,Hands,Jewel,1Nchgvmv9DUrB8X1n442EH,6FbDoZnMBTdhhhLuJBOOqP,6,Yes,59,212732,52,0.634,0.5710000000000001,5,-7.7570000000000014,0,0.0285,0.501,0.00107,0.0938,0.262,127.222
3763,No Boundaries,Kris Allen,4K5LLD1QqDCYfCfe7MjAsG,2zwHaEmXxX6DTv4i8ajNCM,11,Yes,50,81069,31,0.449,0.789,3,-3.114,1,0.0351,0.0035700000000000007,0.0,0.0816,0.251,141.922
2463,You Da One,Rihanna,3Yt9lRtS5V4nbJnwcgFgvC,5pKCCKE2ajJHZ9KAiaK11H,14,Yes,92,20858391,63,0.706,0.716,8,-5.362,1,0.043,0.512,0.000106,0.118,0.8270000000000001,127.044
4744,Right Where You Want Me,Jesse McCartney,58ZvuqZgeuZMCbpCsH9E76,2Hjj68yyUPiC0HKEOigcEp,33,No,67,431037,54,0.706,0.5479999999999999,4,-4.8180000000000005,0,0.0294,0.00284,7.38e-05,0.0474,0.706,98.995
3861,Freeze,T-Pain Featuring Chris Brown,2I1rr3kX0iMyorP5HOBRbL,3aQeKQSyrW4qWr35idm0cy,38,No,81,1340522,52,0.7170000000000001,0.659,0,-5.706,1,0.0726,0.018000000000000002,0.0,0.0943,0.536,119.991
5856,Emotional Rollercoaster,Vivian Green,3FZn2eFyPG9kSTFdwUTF6r,3t83f2J04dRWOpNBe9GTfs,39,No,46,139269,44,0.696,0.563,6,-5.891,0,0.13,0.105,0.0,0.316,0.457,122.837
4162,Customer,Raheem DeVaughn,7vPtkrQdS0ZV0zX7qKHahN,59NO6KX7wQCG7jGdtH1NtL,76,No,54,169618,52,0.635,0.518,1,-7.131,1,0.0441,0.463,0.0,0.16899999999999998,0.513,124.028
2888,Raise Your Glass,P!nk,12lZTPlXwUtrQuhEty6098,1KCSPY1glIKqW2TotWuXOR,1,Yes,84,3748975,76,0.7,0.695,7,-4.973,1,0.0897,0.00629,0.0,0.0319,0.633,122.028
3992,Spaceman,The Killers,5ubUprLRov5UPDCS2UP4cb,0C0XlULifJtAgn6ZNCW2eu,67,No,82,3130101,60,0.517,0.918,4,-3.957,1,0.059,0.00198,0.000677,0.123,0.83,151.97899999999996
1500,Secrets,Mary Lambert,3V3iy4K6paycRmTyrjQVwi,5Z2NUZiY3FA00HKu5WTMhA,66,No,60,80913,49,0.79,0.5539999999999999,0,-5.888,1,0.0405,0.024,0.00016299999999999998,0.213,0.725,93.228
5416,Stays In Mexico,Toby Keith,3EaUpHrrmoupWICI0uf6Y0,2bA6fzP0lMAQ4kz6CF61w8,51,No,69,810098,41,0.655,0.882,9,-3.301,1,0.0724,0.14800000000000002,0.0,0.303,0.718,122.945
963,Break On Me.,Keith Urban,3W5GXbS3ugsYjx1X0xBNbL,0u2FHSq3ln94y5Q57xazwf,54,No,77,2060763,57,0.62,0.764,8,-6.7570000000000014,1,0.0314,0.38,0.000154,0.112,0.461,86.99600000000002
4600,My Love,Justin Timberlake Featuring T.I.,13X42np3KJr0o2LkK1MG76,31TPClRtHm23RisEBtV3X7,1,Yes,88,6109438,74,0.7709999999999999,0.6759999999999999,4,-6.018,0,0.223,0.285,4.49e-06,0.546,0.804,119.997
6360,Bootylicious,Destiny's Child,41nT1Sp6ChR65FbsdLlFHW,1Y8cdNmUJH7yBTd9yOvr5i,1,Yes,75,1934496,67,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376
5666,Love You More,Ginuwine,2KIxyCvBR4u1f9B2IRdlXX,7r8RF1tN2A4CiGEplkp1oP,78,No,70,817535,47,0.6609999999999999,0.422,8,-6.917999999999998,0,0.0282,0.0887,2.39e-06,0.16399999999999998,0.428,117.007
3268,Up On The Ridge,Dierks Bentley,6jHKCWp15grCREpx7arDix,7x8nK0m0cP2ksQf0mjWdPS,99,No,74,1170682,45,0.628,0.823,8,-6.5310000000000015,0,0.028,0.495,2.8000000000000006e-05,0.0768,0.41,111.609
5029,Wake Me Up When September Ends,Green Day,3ZffCQKLFLUvYM59XKLbVm,7oPftvlwr6VrsViSDV7fJY,6,Yes,82,5884379,79,0.546,0.8140000000000001,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98
2174,Til My Last Day,Justin Moore,3mHAyclWdtFASQuobdnDf8,30e8DmahrEamvLbFRPdWmk,51,No,68,622082,57,0.575,0.742,9,-5.289,1,0.0352,0.0468,0.0,0.101,0.585,105.017
7205,The First Night,Monica,5rWzxloNXvbRPhlC1O2b6T,6nzxy2wXs6tLgzEtqOkEi2,11,Yes,65,687189,47,0.6709999999999999,0.7659999999999999,1,-9.218,0,0.0634,0.139,0.0,0.26,0.906,152.088
5358,Getting Away With Murder,Papa Roach,1x0AirtLjfVquI0A9iBVep,4RddZ3iHvSpGV4dvATac9X,69,No,77,1787807,53,0.564,0.968,1,-3.75,1,0.0631,0.000116,3.97e-05,0.226,0.35200000000000004,103.885
4715,About Us,Brooke Hogan Featuring Paul Wall,6REZUx5kZ8H8RRnIlKgINi,2B4ZTS4hFT3IrUFVPHjEmL,33,No,29,24790,33,0.805,0.7959999999999999,1,-3.904,0,0.262,0.209,0.0,0.311,0.6990000000000001,83.339
6665,Purest Of Pain (A Puro Dolor),Son By Four,6RUa3ZwZYnJnNgZxtIYJR9,1qyAl8T6GTcaOViaI7fs1j,26,Yes,51,26835,12,0.593,0.939,7,-3.431,1,0.0616,0.45,1.33e-05,0.109,0.743,134.108
3629,Check My Brain,Alice In Chains,2O2ii9OPZYh1NBXo9FtE0Y,64tNsm6TnZe2zpcMVMOoHL,92,No,72,1266619,56,0.44,0.8440000000000001,10,-3.315,1,0.0461,3.28e-06,0.0514,0.723,0.304,113.989
163,Motorcycle Patches,Huncho Jack,7g7raxdQpiLZT7aOlib4S1,6extd4B6hl8VTmnlhpl2bY,90,No,79,112283,73,0.87,0.6559999999999999,8,-5.081,1,0.117,0.0158,0.0,0.106,0.416,162.835
3689,If Today Was Your Last Day,Nickelback,4QJLKU75Rg4558f4LbDBRi,6deZN1bslXzeGvOLaLMOIF,19,Yes,78,2565761,70,0.485,0.911,3,-5.749,1,0.0355,8.669999999999999e-05,0.0,0.092,0.568,89.956
230,Love Galore,SZA Featuring Travis Scott,0q75NwOoFiARAVp4EXU4Bs,7tYKF4w9nC0nq9CsPZTHyP,32,No,90,1302266,85,0.795,0.594,0,-6.2,1,0.0747,0.111,0.0,0.162,0.409,135.002
5411,If I Ain't Got You,Alicia Keys,3XVBdLihbNbxUwZosxcGuJ,3DiDSECUqqY1AuBP8qtaIa,4,Yes,80,3881878,81,0.609,0.445,7,-9.129,1,0.106,0.603,6.77e-06,0.104,0.166,118.393
944,Stand By You,Rachel Platten,3kSXn1osC89W8JcPLozTzs,3QLIkT4rD2FMusaqmkepbq,37,No,71,579021,67,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03
1183,Be Real,Kid Ink Featuring DeJ Loaf,2aYzt5nE3tBUMahasMUoOl,6KZDXtSj0SzGOV705nNeh3,43,No,77,1600958,63,0.762,0.611,9,-5.4620000000000015,0,0.0876,0.122,0.000315,0.141,0.386,99.934
